Submission id,Participant id,Status,Custom study tncs accepted at,Started at,Completed at,Reviewed at,Archived at,Time taken,Completion code,Total approvals,Age,Sex,Ethnicity simplified,Country of birth,Country of residence,Nationality,Language,Student status,Employment status
6626a256c505e864096fbca4,5dbafaea6340cc10d46aa917,APPROVED,Not Applicable,2024-04-22T17:46:04.817000Z,2024-04-22T17:59:38.247000Z,2024-04-22T18:47:20.630000Z,2024-04-22T18:15:17.829191Z,814.0,C107BK71,312,23,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
6626a26eb5949e7f9605d929,614f34b7af84fc40f6df42c3,APPROVED,Not Applicable,2024-04-22T17:46:27.765000Z,2024-04-22T17:58:41.887000Z,2024-04-22T18:47:13.215000Z,2024-04-22T18:14:26.256672Z,735.0,C107BK71,540,45,Female,White,United Kingdom,United Kingdom,United Kingdom,English,Yes,Full-Time
6626a280f02f63d2f7e9d526,60e12f6dbb3844c468b97621,APPROVED,Not Applicable,2024-04-22T17:46:45.363000Z,2024-04-22T18:08:18.694000Z,2024-04-22T18:49:04.299000Z,2024-04-22T18:45:47.970163Z,1294.0,C107BK71,661,54,Female,Mixed,United States,United Kingdom,United States Minor Outlying Islands,English,No,Part-Time
6626a28e109f146c9dd36e98,5ba151aaa9e7be000135f08f,APPROVED,Not Applicable,2024-04-22T17:46:59.367000Z,2024-04-22T18:01:38.601000Z,2024-04-22T18:47:36.472000Z,2024-04-22T18:18:06.813800Z,880.0,C107BK71,1475,38,Female,White,United Kingdom,United Kingdom,United Kingdom,English,Yes,Full-Time
6626a2fae6be4e76cc503670,63780dcb8171e255fe423b28,APPROVED,Not Applicable,2024-04-22T17:48:49.840000Z,2024-04-22T18:06:49.080000Z,2024-04-22T18:49:00.484000Z,2024-04-22T18:45:30.572750Z,1080.0,C107BK71,404,58,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,DATA_EXPIRED
6627673ea633083390d79ebf,5d78cb8a44b0d10001a53485,APPROVED,Not Applicable,2024-04-23T07:46:14.306000Z,2024-04-23T07:57:13.412000Z,2024-04-23T07:57:31.787000Z,2024-04-23T07:57:27.332324Z,660.0,C107BK71,689,35,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
662768179c1408def8b74a4f,5baa606b849a3b0001c5c7a0,APPROVED,Not Applicable,2024-04-23T07:54:11.103000Z,2024-04-23T08:06:03.408000Z,2024-04-23T08:06:05.215000Z,2024-04-23T08:06:05.634655Z,713.0,C107BK71,92,23,Male,White,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,Unemployed (and job seeking)
6627683a22ea98fe99d0d444,634e5e65098e5d120efa7ec7,APPROVED,Not Applicable,2024-04-23T07:50:26.003000Z,2024-04-23T08:02:57.062000Z,2024-04-23T08:02:57.832000Z,2024-04-23T08:02:58.430764Z,752.0,C107BK71,589,33,Male,Asian,United Kingdom,United Kingdom,United Kingdom,English,No,Part-Time
66278d0b70a3ecb7c48906b8,63ea4294257e4346c3887abe,APPROVED,Not Applicable,2024-04-23T10:27:33.686000Z,2024-04-23T10:41:29.475000Z,2024-04-23T10:43:32.444000Z,2024-04-23T10:42:10.671687Z,836.0,C107BK71,280,46,Male,White,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,DATA_EXPIRED
66278d5549d58ffd50500d18,65a3eae145bd7a121b03e953,APPROVED,Not Applicable,2024-04-23T10:28:43.519000Z,2024-04-23T10:37:56.627000Z,2024-04-23T10:37:57.371000Z,2024-04-23T10:37:58.133071Z,554.0,C107BK71,151,28,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
6627e483120a8a44aefd593d,571bc5a56b0894000962ee1a,APPROVED,Not Applicable,2024-04-23T16:40:44.572000Z,2024-04-23T16:50:45.867000Z,2024-04-23T17:08:20.444000Z,2024-04-23T17:01:19.486775Z,602.0,C107BK71,196,66,Female,White,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,DATA_EXPIRED
6627e49d4ee8e0c6b947c69a,5e5beb1ed9d6813cae521b50,APPROVED,Not Applicable,2024-04-23T16:41:04.961000Z,2024-04-23T16:49:45.637000Z,2024-04-23T17:07:41.622000Z,2024-04-23T17:00:10.461610Z,521.0,C107BK71,1001,41,Female,White,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,DATA_EXPIRED
6627e49f066cf808afe6c467,598d5cd433481c000164d18b,APPROVED,Not Applicable,2024-04-23T16:41:08.675000Z,2024-04-23T16:51:12.244000Z,2024-04-23T17:08:35.198000Z,2024-04-23T17:01:46.370051Z,604.0,C107BK71,616,57,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
6627e4ae4a0aa8a51f451dfa,6018391fad5420046dc92be5,APPROVED,Not Applicable,2024-04-23T16:41:25.422000Z,2024-04-23T16:56:18.646000Z,2024-04-23T17:11:47.984000Z,2024-04-23T17:05:59.997475Z,894.0,C107BK71,245,22,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,DATA_EXPIRED
6627e4ba3bc98a4ecf67ccb5,5e0f5f8658a5c768bf461df8,APPROVED,Not Applicable,2024-04-23T16:41:40.001000Z,2024-04-23T16:52:29.244000Z,2024-04-23T17:41:53.417000Z,2024-04-23T17:03:10.542867Z,650.0,C107BK71,851,62,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Part-Time
6627e4dbae1dc5ef4bf41852,59988b453c366e00019de0a4,APPROVED,Not Applicable,2024-04-23T16:42:12.493000Z,2024-04-23T16:53:30.929000Z,2024-04-23T17:10:05.692000Z,2024-04-23T17:04:20.393778Z,679.0,C107BK71,1612,38,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Part-Time
6627e4e6363608a69aa2f50e,607c99da1d8fb7d1084ea39f,APPROVED,Not Applicable,2024-04-23T16:42:19.951000Z,2024-04-23T16:52:27.599000Z,2024-04-23T17:09:25.899000Z,2024-04-23T17:03:10.959994Z,608.0,C107BK71,5,45,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,DATA_EXPIRED
6627e4ec6910fcf3ed2a3eb7,5655ac37d970d100058322c3,APPROVED,Not Applicable,2024-04-23T16:42:57.684000Z,2024-04-23T16:55:14.517000Z,2024-04-23T18:11:00.052000Z,2024-04-23T17:05:24.542946Z,737.0,C107BK71,506,32,Male,White,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,Full-Time
6627e4f3cfc86ae8d15cbaf2,60b3950b9a1de417d37bb8d2,APPROVED,Not Applicable,2024-04-23T16:42:44.967000Z,2024-04-23T17:00:14.606000Z,2024-04-23T17:20:26.710000Z,2024-04-23T17:08:25.170415Z,1050.0,C107BK71,1616,32,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
6627e4f65a9cfaa7e382a197,652eb2803da3707d852865a7,APPROVED,Not Applicable,2024-04-23T16:42:36.268000Z,2024-04-23T16:55:47.627000Z,2024-04-23T18:11:23.233000Z,2024-04-23T17:05:44.005372Z,792.0,C107BK71,88,53,Male,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
6627e4f88883986cbcd9146d,6273f571b3a4403a17934411,APPROVED,Not Applicable,2024-04-23T16:42:40.142000Z,2024-04-23T16:52:33.899000Z,2024-04-23T17:09:44.191000Z,2024-04-23T17:03:17.699105Z,594.0,C107BK71,714,33,Female,White,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,DATA_EXPIRED
6627e4fbf3b0bc77cc1b80ed,5dcc21c0a913958c073a4041,APPROVED,Not Applicable,2024-04-23T16:42:39.904000Z,2024-04-23T16:52:11.129000Z,2024-04-23T17:09:14.471000Z,2024-04-23T17:02:52.151789Z,572.0,C107BK71,1290,69,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
6627e501cde7dc9e16f68c83,60fd0ffce25d42857e7ea569,APPROVED,Not Applicable,2024-04-23T16:42:47.535000Z,2024-04-23T16:54:12.158000Z,2024-04-23T17:10:24.785000Z,2024-04-23T17:04:41.157050Z,685.0,C107BK71,261,28,Female,White,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,DATA_EXPIRED
6627e5129d88154b0ca26527,571a57e56a1c6300124bb6bd,APPROVED,Not Applicable,2024-04-23T16:43:02.520000Z,2024-04-23T16:52:17.076000Z,2024-04-23T17:09:20.883000Z,2024-04-23T17:03:00.388366Z,555.0,C107BK71,1913,65,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
6627e521f9bf43132aadaf59,63d455ba1597e5cf03740bec,APPROVED,Not Applicable,2024-04-23T16:43:19.442000Z,2024-04-23T16:56:24.868000Z,2024-04-23T17:11:44.483000Z,2024-04-23T17:06:04.379646Z,786.0,C107BK71,198,31,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
6627e539c81a73d7a96fc9f9,637f861df22fc502abfbc3bd,APPROVED,Not Applicable,2024-04-23T16:43:40.963000Z,2024-04-23T16:53:39.341000Z,2024-04-23T17:10:10.789000Z,2024-04-23T18:04:38.864955Z,599.0,C107BK71,344,51,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
6627e53ea92568b7a69a5062,5f6c9e7e9d4078069e0d5e08,APPROVED,Not Applicable,2024-04-23T16:43:46.361000Z,2024-04-23T16:51:11.707000Z,2024-04-24T09:58:44.085000Z,2024-04-23T17:01:44.941376Z,446.0,C107BK71,719,46,Female,Mixed,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
6627e55865da6fa426c34e25,58e52aa56112f70001f47096,APPROVED,Not Applicable,2024-04-23T16:44:21.924000Z,2024-04-23T16:56:31.021000Z,2024-04-23T17:30:38.711000Z,2024-04-23T17:06:07.307483Z,730.0,C107BK71,846,32,Female,White,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,DATA_EXPIRED
6627e559777ce16e2f094379,59f7c290f4217300016cc2fb,APPROVED,Not Applicable,2024-04-23T16:44:15.712000Z,2024-04-23T17:07:11.820000Z,2024-04-23T17:19:53.838000Z,2024-04-23T17:13:32.470218Z,1377.0,C107BK71,1857,45,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Part-Time
6627e55c93981187da91f569,5c4080b404f6110001d6fa39,APPROVED,Not Applicable,2024-04-23T16:44:17.777000Z,2024-04-23T17:01:43.962000Z,2024-04-23T17:41:14.077000Z,2024-04-23T17:08:47.190683Z,1047.0,C107BK71,271,28,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
6627e5671bf783a15d7868c8,5d08e3676f5dfc0019d57a4c,APPROVED,Not Applicable,2024-04-23T16:44:29.744000Z,2024-04-23T16:58:10.295000Z,2024-04-23T17:19:13.044000Z,2024-04-23T17:07:14.454393Z,821.0,C107BK71,172,46,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
6627e5776a25f7cb220444ce,642f8dcb1057a59932d70c88,APPROVED,Not Applicable,2024-04-23T16:44:44.579000Z,2024-04-23T16:56:07.816000Z,2024-04-23T17:11:31.212000Z,2024-04-23T17:05:52.990606Z,684.0,C107BK71,140,22,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Unemployed (and job seeking)
6627e57970f8a3a2d023dcd7,58ebd3e4fa6391000151189b,APPROVED,Not Applicable,2024-04-23T16:44:44.129000Z,2024-04-23T16:52:49.755000Z,2024-04-23T17:09:52.221000Z,2024-04-23T17:03:34.667513Z,486.0,C107BK71,352,44,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Part-Time
6627e57a9d88154b0ca26547,5dc8465ad362415b3383405f,APPROVED,Not Applicable,2024-04-23T16:44:47.294000Z,2024-04-23T16:58:28.648000Z,2024-04-23T17:19:25.352000Z,2024-04-23T17:07:25.556088Z,822.0,C107BK71,2378,33,Male,Asian,United States,United States,United States,English,No,DATA_EXPIRED
6627e57c52add21e75c09bb6,5c025fa54e1b7b00016a6027,APPROVED,Not Applicable,2024-04-23T16:44:49.495000Z,2024-04-23T16:58:33.235000Z,2024-04-23T17:19:47.707000Z,2024-04-23T17:07:34.607572Z,824.0,C107BK71,717,59,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Part-Time
6627e57e63d5bb9922e43b86,611c107e3dd0a005c255b3e3,APPROVED,Not Applicable,2024-04-23T16:44:50.882000Z,2024-04-23T16:55:15.844000Z,2024-04-23T17:11:02.648000Z,2024-04-23T17:05:25.816820Z,625.0,C107BK71,178,29,Female,White,United States,United States,Mexico,English,DATA_EXPIRED,DATA_EXPIRED
6627e5868883986cbcd91487,5d5407dc922257000153657f,APPROVED,Not Applicable,2024-04-23T16:44:59.559000Z,2024-04-23T17:15:10.981000Z,2024-04-23T17:27:25.240000Z,2024-04-23T17:21:21.928595Z,1812.0,C107BK71,602,38,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
6627e5988e650aaafac331cb,5ce7d1a01f9f370017ce903d,APPROVED,Not Applicable,2024-04-23T16:45:30.651000Z,2024-04-23T16:57:44.927000Z,2024-04-23T17:19:38.535000Z,2024-04-23T17:07:29.521819Z,735.0,C107BK71,178,31,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
6627e5a51b27c596231dd6ae,5fbe3cca89f2c20cb19d5efd,APPROVED,Not Applicable,2024-04-23T16:45:29.708000Z,2024-04-23T16:54:23.467000Z,2024-04-23T17:10:44.236000Z,2024-04-23T17:04:50.797954Z,534.0,C107BK71,387,39,Male,Mixed,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
6627e5b9b2e362e17a6225b7,5da9a1659413e4001505d7f7,APPROVED,Not Applicable,2024-04-23T16:45:52.686000Z,2024-04-23T17:07:04.107000Z,2024-04-23T17:19:44.516000Z,2024-04-23T17:13:22.823039Z,1272.0,C107BK71,1263,64,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
6627e5bb57a0edf2a1710601,6428066726cc9262cb146802,APPROVED,Not Applicable,2024-04-23T16:45:53.203000Z,2024-04-23T16:57:10.921000Z,2024-04-23T17:12:27.508000Z,2024-04-23T17:06:32.786606Z,678.0,C107BK71,328,31,Female,White,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,DATA_EXPIRED
6627e5c105c90afbece38393,56f5d4dc736c79000b228286,APPROVED,Not Applicable,2024-04-23T16:46:56.219000Z,2024-04-23T16:59:37.824000Z,2024-04-23T17:20:07.027000Z,2024-04-23T17:08:14.899200Z,762.0,C107BK71,1393,32,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
6627e5d4506c37a827dea05f,5c95017e6357fb0012ef46c4,APPROVED,Not Applicable,2024-04-23T16:46:47.135000Z,2024-04-23T17:04:11.032000Z,2024-04-23T17:28:49.596000Z,2024-04-23T17:10:02.243213Z,1044.0,C107BK71,1410,42,Female,Mixed,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,DATA_EXPIRED
6627e5e9059996185ddaa08c,63bccb6f07a515a962d15228,APPROVED,Not Applicable,2024-04-23T16:46:39.451000Z,2024-04-23T17:10:34.902000Z,2024-04-23T17:29:38.551000Z,2024-04-23T17:17:12.234788Z,1436.0,C107BK71,171,26,Female,Mixed,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
6627e5f5ef922e8a77124019,63e1887c1600a1cec47abfad,APPROVED,Not Applicable,2024-04-23T16:46:51.947000Z,2024-04-23T16:57:46.283000Z,2024-04-23T17:18:59.875000Z,2024-04-23T17:06:57.342881Z,655.0,C107BK71,212,34,Female,Asian,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
6627e5f7dbc46be091891f5a,65f34e9ce630ca372dfc9eb3,APPROVED,Not Applicable,2024-04-23T16:46:51.390000Z,2024-04-23T17:00:31.440000Z,2024-04-23T17:20:33.475000Z,2024-04-23T17:08:27.763516Z,821.0,C107BK71,139,32,Male,White,United States,United States,United States,English,No,Full-Time
6627e6116e4cbdf761ddbc92,5aabf0385e19aa00013c21a5,APPROVED,Not Applicable,2024-04-23T16:47:20.169000Z,2024-04-23T17:05:34.675000Z,2024-04-23T17:18:15.561000Z,2024-04-23T17:11:27.520216Z,1095.0,C107BK71,883,50,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
6627e61b1336a7f1aec892ce,5dadbc8a7ac8810019838e8f,APPROVED,Not Applicable,2024-04-23T16:47:28.771000Z,2024-04-23T16:57:15.407000Z,2024-04-23T17:12:14.788000Z,2024-04-23T17:06:34.991448Z,587.0,C107BK71,178,24,Female,White,United Kingdom,United Kingdom,United Kingdom,English,Yes,Part-Time
6627e62f66d8bbf93fe6be3b,5aa69293f6dfdd0001eb03ec,APPROVED,Not Applicable,2024-04-23T16:47:47.768000Z,2024-04-23T17:00:20.833000Z,2024-04-23T17:20:34.771000Z,2024-04-23T17:08:25.362815Z,754.0,C107BK71,685,31,Male,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
6627e62f777ce16e2f0943ab,6501b3423e94277debd7c98b,APPROVED,Not Applicable,2024-04-23T16:47:50.589000Z,2024-04-23T16:58:39.033000Z,2024-04-23T17:19:28.420000Z,2024-04-23T17:07:31.037938Z,649.0,C107BK71,110,44,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
6627e639f5a81d693915a0c6,6034344f6333552505c65943,APPROVED,Not Applicable,2024-04-23T16:48:02.589000Z,2024-04-23T17:02:30.122000Z,2024-04-23T17:27:45.322000Z,2024-04-23T17:09:02.606693Z,868.0,C107BK71,281,41,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
6627e649a72924056d9f1fc4,63d7a79e2606216262545e75,APPROVED,Not Applicable,2024-04-23T16:48:42.959000Z,2024-04-23T17:01:24.219000Z,2024-04-23T17:27:02.125000Z,2024-04-23T17:08:41.541446Z,762.0,C107BK71,861,24,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Unemployed (and job seeking)
6627e64c68a6723aa167cc20,62728749cc289a89544ba651,APPROVED,Not Applicable,2024-04-23T16:48:17.824000Z,2024-04-23T17:00:21.785000Z,2024-04-23T17:20:28.806000Z,2024-04-23T17:08:25.706228Z,724.0,C107BK71,794,44,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
6627e650f800934a81b44d88,5c3f7631ca00d30001c50a32,APPROVED,Not Applicable,2024-04-23T16:48:25.166000Z,2024-04-23T17:07:59.904000Z,2024-04-23T17:26:40.396000Z,2024-04-23T17:14:24.746700Z,1175.0,C107BK71,226,33,Female,Asian,United Kingdom,United Kingdom,United Kingdom,English,No,Due to start a new job within the next month
6627e652f617328fc41a4b4a,5db8ffe349e506000ab230e2,APPROVED,Not Applicable,2024-04-23T16:48:28.759000Z,2024-04-23T17:00:48.990000Z,2024-04-23T17:33:25.686000Z,2024-04-23T17:08:32.988652Z,741.0,C107BK71,1609,37,Female,White,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,DATA_EXPIRED
6627e655f15c1abacadeff73,5ff501a5c92b36cd57eb1bc1,APPROVED,Not Applicable,2024-04-23T16:48:30.954000Z,2024-04-23T17:06:42.124000Z,2024-04-23T17:19:33.220000Z,2024-04-23T17:12:55.760814Z,1092.0,C107BK71,517,32,Female,White,United States,United States,United States,English,No,Unemployed (and job seeking)
6627e6567be4f6956a2520cb,5e52b65a6c3d7d2bf47c7cab,APPROVED,Not Applicable,2024-04-23T16:48:28.736000Z,2024-04-23T17:03:18.038000Z,2024-04-23T17:28:26.237000Z,2024-04-23T17:09:33.486872Z,890.0,C107BK71,1020,56,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Part-Time
6627e65dd781d19d609f1f75,60fcc085e84772374cdbb26d,APPROVED,Not Applicable,2024-04-23T16:48:35.802000Z,2024-04-23T16:57:43.982000Z,2024-04-23T17:19:29.949000Z,2024-04-23T17:06:58.732354Z,549.0,C107BK71,1656,31,Female,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
6627e692a5f184405ced77f0,6519871275a27125a39713df,APPROVED,Not Applicable,2024-04-23T16:49:36.010000Z,2024-04-23T17:11:26.836000Z,2024-04-23T17:30:05.783000Z,2024-04-23T17:18:00.090565Z,1311.0,C107BK71,227,65,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
6627e692ed09ecc33a558515,6036e6d7a9be29063e16da2d,APPROVED,Not Applicable,2024-04-23T16:49:28.321000Z,2024-04-23T16:59:07.999000Z,2024-04-23T17:19:43.215000Z,2024-04-23T17:07:53.454251Z,580.0,C107BK71,1050,33,Female,White,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,DATA_EXPIRED
6627e6934da32de41fef5897,5d94f81f78648a0018f9c3ed,APPROVED,Not Applicable,2024-04-23T16:49:28.327000Z,2024-04-23T17:06:10.075000Z,2024-04-23T17:18:52.778000Z,2024-04-23T17:12:14.692805Z,1002.0,C107BK71,490,37,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Other
6627e6a470f8a3a2d023dd0d,65aa8440d7b43406e3e1f237,APPROVED,Not Applicable,2024-04-23T16:49:45.572000Z,2024-04-23T17:02:43.531000Z,2024-04-23T17:27:58.588000Z,2024-04-23T17:09:11.707478Z,778.0,C107BK71,83,38,Female,White,United Kingdom,United Kingdom,United Kingdom,English,Yes,Full-Time
6627e6a8ac3d9a3748deff8a,5b0282c26a67f90001f6b4d3,APPROVED,Not Applicable,2024-04-23T16:49:44.444000Z,2024-04-23T16:57:23.240000Z,2024-04-23T17:12:19.103000Z,2024-04-23T17:06:39.306074Z,459.0,C107BK71,268,27,Male,White,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,DATA_EXPIRED
